ID,strat_res0,strat_res1,strat_res2,strat_res3,strat_res4,strat_res5,strat_res6,strat_res7,strat_res8,strat_res9,ancestor,alive_at_end,DIST_TO_GEN,DIFF_MAX_MIN,DIST_TO_GAMMA,SKEWNESS
0,0.01052364766369903,0.0052077233976738505,0.005502323558959889,0.0025866002797872542,0.0013529990933394082,0.016182077461044636,0.025900820627156575,0.012690099314153564,0.027776041836121975,0.009210870919571446,0,False,0.028073110552718186,0.026423042742782565,0.046366447908002276,0.8477760067190082
1,0.02567534784242734,0.0,0.003433446039751784,0.022194908342030306,0.0,0.017919894168748143,0.01972256884484929,0.023140470240109127,0.04234020088760701,0.0,0,False,0.04597135597884229,0.04234020088760701,0.06658646601543029,0.4167562367593225
2,0.01823387579685953,0.0,0.005886569433511146,0.026203556149714972,0.0,0.041816356847782524,0.013926805885077182,0.006887215344804828,0.04878638637280605,0.0,1,False,0.05647163728151618,0.04878638637280605,0.07320377402252341,0.956966306962541
3,0.03577995661039903,0.0019491152657931745,0.0054328265601964265,0.017912740931875334,0.0,0.009516260513509341,0.01348275798368571,0.012133238159815086,0.024465142158745193,0.0062280760701378494,1,False,0.03395991033612053,0.03577995661039903,0.056217615929711987,1.0677860218901183
4,0.013089035968006701,0.009548870840922298,0.01767506314524513,0.008640753870937315,0.001656800382926715,0.018528797030493874,0.005113156050912611,0.0132134105721081,0.029869432945003056,0.0006688985206984162,1,False,0.026998522836463465,0.02920053442430464,0.04901031860952904,0.7439326496911779
5,0.05419088118640689,0.004130728087172268,0.0,0.027719750126745313,0.01661559308268956,0.019869635055374122,0.0,0.013221387541508901,0.022983149978969847,0.0,3,False,0.054049858153404455,0.05419088118640689,0.07288546196894535,1.2820630633419727
6,0.031123314083412013,0.006392210753704515,0.012132886940166867,0.029600730454555683,0.0,0.004433809828057941,0.017840102515028843,0.015263147114888942,0.018970891487761033,0.0,3,False,0.03533519031048753,0.031123314083412013,0.06238153330210816,0.3614372115811852
7,0.034089878283818736,0.017563323747368822,0.009166893811253254,0.024605201014218713,0.0,0.0,0.02028099254345352,0.0,0.02794396563121745,0.014558517062394935,3,False,0.03999996065604545,0.034089878283818736,0.05309009874844713,0.04354021433903548
8,0.03149957397360895,0.00568406520855061,0.004616091825131717,0.027417870660504266,0.004071036615712731,0.0,0.0,0.016485632446638598,0.028136830020847808,0.023611207121177997,7,False,0.04005812348697876,0.03149957397360895,0.0482730100297446,0.20622289081760992
9,0.04075060304640989,0.0,0.0,0.011806296178021758,0.0,0.01985031632758462,0.010168184363645772,0.033810856968047094,0.034565725107725084,0.006076355344183503,1,False,0.05031645911966076,0.04075060304640989,0.06678258948967285,0.5679735324093265
10,0.047137463171622554,0.0,0.00933264038970347,0.026090681747196084,0.016829159046922948,0.0,0.013863337916403668,0.01356349377314611,0.025864464863431247,0.0,5,False,0.04758664839197454,0.047137463171622554,0.06909148883858655,1.0133980786943855
11,0.03590420622288546,0.0,0.005751450348095247,0.04306476968206899,0.0,0.05066786055764933,0.007412460180138949,0.0,0.046641412826871266,0.0,2,False,0.07201055788504716,0.05066786055764933,0.08824175835555408,0.5301830747861541
12,0.02632444584002929,0.0,0.0031703452057493995,0.026656453729376677,0.011195462671533499,0.0321847863229124,0.016724412713521482,0.0012221827196663944,0.028454833893230773,0.0,11,False,0.041797269518466025,0.0321847863229124,0.06444940705515602,0.08414433106487634
13,0.046350454116230316,0.0,0.004813062722765489,0.006049754421206907,0.0,0.02271796410653864,0.006837545095184187,0.006048561742972963,0.04481060187820976,0.013151535146330363,9,False,0.05452463705654515,0.046350454116230316,0.0639724461936838,1.2547780043747696
14,0.01631864806362979,0.0,0.0,0.030660590179056105,0.014207239236151494,0.01496890790654398,0.0167339671109525,0.020891616835472162,0.03301965246382164,0.0,1,False,0.03876924344851354,0.03301965246382164,0.06183358927828765,0.08241630616901817
15,0.019161687490195537,0.017046351163702112,0.004505011964969782,0.021568632782359168,0.0013692180455405869,0.0,0.017591004636450355,0.00248598750215579,0.02394522127594508,0.02039024474008359,7,False,0.02980966713829777,0.02394522127594508,0.039613633596810985,-0.37979089382752657
16,0.021946084190657276,0.0005145426648733205,0.0024048186699191566,0.020283951186536423,0.0021081102221105993,0.010294872879853369,0.021391500357730766,0.006629393915385068,0.01910667849873205,0.015482706209434706,7,False,0.026694888284245485,0.021431541525783956,0.04734657269450506,-0.1673192760136945
17,0.042039606466749056,0.0,0.0,0.0391976811805428,0.0,0.048216460221442166,0.0,0.022473446346910914,0.05175006455219777,0.0,11,False,0.07575086504195044,0.05175006455219777,0.0907109896977435,0.31938856491087253
18,0.003887458985902839,0.012688941495392245,0.009161340644701485,0.025394243409791104,0.0,0.02714613568871852,0.009979678741691972,0.013282106955875604,0.03611044769880185,0.0,2,False,0.038324897009645684,0.03611044769880185,0.057697952582347715,0.682083000954329
19,0.0324788312119899,0.01285279675989847,0.0,0.019198791637304233,0.006208266998478911,0.0004051591436974503,0.010856876758176788,0.009070316661516717,0.010713423645203411,0.027552659529512694,8,False,0.03338705824948701,0.0324788312119899,0.04018801627524135,0.7189320803423063
