ID,strat_res0,strat_res1,strat_res2,strat_res3,strat_res4,strat_res5,strat_res6,strat_res7,strat_res8,strat_res9,ancestor,alive_at_end,DIST_TO_GEN,DIFF_MAX_MIN,DIST_TO_GAMMA,SKEWNESS
0,0.3804156492034083,0.370156696805623,0.44595278606404326,0.4566407333927646,0.1260184310367646,0.16535672915611999,0.22357181942264315,0.042792764882940114,0.40694622854435636,0.22411827664963818,0,False,0.45008918982102775,0.4138479685098245,0.6943616702525041,-0.32938215622648964
1,0.2697745743419415,0.3188887140540937,0.44074393703463616,0.42635790855631495,0.32622494220491516,0.1804999346705657,0.3211459798203027,0.10567623673402447,0.39740799506168173,0.19559427811061453,0,False,0.33737026519564617,0.33506770030061167,0.7025578029250352,-0.3935946210619064
2,0.39010412014062346,0.34346678714717654,0.181951745241209,0.42442880410144346,0.3206484681252369,0.3357920454674295,0.30214278316048576,0.16034541173127598,0.35237632299346205,0.24466583503405598,0,False,0.25935501009887457,0.2640833923701675,0.8907808823710619,-0.597755634668325
3,0.47578788278043194,0.2334595676530666,0.11347143085399153,0.4288246614089461,0.3037951824399465,0.29623403339611326,0.34172334668690757,0.22788537402525053,0.2633270182470202,0.3228967972863201,2,False,0.31296946216889937,0.3623164519264404,0.932848771720826,0.029652355764610852
4,0.4203010297343146,0.1920516006389801,0.11937978856739125,0.4020666102681462,0.3620403912712456,0.42447858025606144,0.34803812872453754,0.15047465862140433,0.3736132324994738,0.12624901839348324,3,False,0.3925002435566837,0.3050987916886702,0.9597749759119105,-0.43670545369372166
5,0.26512080195919097,0.3858801861216178,0.5024937379493486,0.38827091268175645,0.24887081763019153,0.23174062998083467,0.32057068802412125,0.22902707319610144,0.29521848336282036,0.139785054159304,1,False,0.3134005195588715,0.3627086837900446,0.6566109556611537,0.5649940117008403
6,0.6215066935220014,0.25507438403119864,0.458880925930283,0.32847267925499807,0.10195348353331546,0.1896388011320395,0.043766575009813125,0.0,0.32269485503942813,0.2789186495422649,0,False,0.5958539668596865,0.6215066935220014,0.705203059126177,0.4812129840201014
7,0.3581354691534536,0.4211367394075428,0.34464543848363566,0.5468235411523641,0.16069850995504326,0.24411278625952246,0.1920663549404328,0.1292599996264132,0.37090925212071374,0.0,0,False,0.49949685713468994,0.5468235411523641,0.8547138495109755,-0.07404189560188246
8,0.41221273413702036,0.3212578043482387,0.4765158094290305,0.46329714275129386,0.17726808516560222,0.07384215270197726,0.22267007426302873,0.04543207362186001,0.40457091987388183,0.18155501594802834,0,False,0.4925903606643132,0.43108373580717047,0.6998190289634884,-0.1506412389311711
9,0.33841987848198773,0.2746838034913275,0.3449190949824231,0.4531446850229205,0.1993641088576542,0.015600658604298667,0.1804265583707365,0.2198736631998934,0.45076107936909054,0.4020427296218996,0,False,0.4230970329955499,0.43754402641862183,0.7285548053841396,-0.6269174518102578
